Executor;ID;Expression;Time
C++;7;v1 != v2;0.361428
C++;8;v1 < v2;0.322213
C++;9;v1 <= v2;0.348515
C++;10;v1 > v2;0.387203
C++;11;v1 >= v2;0.355912
C++;12;not (v1 == v2);0.323721
C++;13;v1 or v2;0.58626
C++;14;v1 and v2;0.583203
C++;15;abs(v1);0.243869
C++;16;sqrt(v1);0.811091
C++;17;exp(v1);2.879
C++;18;log(v1);2.2202
C++;19;log10(v1);3.66344
C++;20;sin(v1);5.22681
C++;21;sinh(v1);3.71688
C++;22;asin(v1);3.93521
C++;23;cos(v1);5.44244
C++;24;cosh(v1);3.43828
C++;25;acos(v1);3.86033
C++;26;tan(v1);6.82095
C++;27;tanh(v1);1.1312
C++;28;atan(v1);3.0925
C++;29;ceil(v1);0.672509
C++;30;floor(v1);0.686279
C++;31;isnan(v1);0.363067
C++;32;isinf(v1);0.426333
C++;33;sgn(v1);0.360573
C++;34;atan2(v1, v2);7.07967
C++;35;v1 ** v2;5.1428
C++;36;maximum(v1, v2);0.321875
C++;37;minimum(v1, v2);0.322274
C++;38;v3 if v1 == v2 else v4;0.431514
C++;39;cv1 + v1 + v2 - v3;0.508645
C++;40;cs1 - v1 + v2 * v3;0.412745
C++;41;cs1 * v1 / v2;0.483416
C++;42;cv1 / v1 * v2 / v3;0.973244
C++;43;v1 + v2 + v3 + v4;0.504737
C++;44;3 * v1 + cs1 * v2 + v3 + 2.5 * v4;0.584408
